"scenario","goal","long_goal","dimension","region_id","region_name","value","p.value"
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",21,"North Korea",1.04090909090916,0.00495834201842763
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",24,"Cambodia",0.317867132867142,1.49558077479131e-08
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",25,"Thailand",-0.201993006993019,0.00392263010399259
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",26,"Andaman and Nicobar",-0.0384965034965327,0.77910075822572
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",28,"Comoro Islands",-0.307867132867251,0.628212000631058
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",29,"Mayotte",0.900874125874117,0.196522917683324
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",31,"Seychelles",0.157167832167821,0.174843566492396
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",32,"Réunion",0.74262237762241,0.2127113043042
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",37,"Mauritius",0.0512937062936932,0.559326898500779
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",38,"British Indian Ocean Territory",0.868076923076919,0.190652327007189
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",39,"Maldives",-3.58506993007024,0.00991118492748885
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",40,"Sri Lanka",0.0439160839160808,0.225132920934066
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",41,"Mozambique",0.818846153846081,0.326651307163433
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",42,"Madagascar",0.00793706293703932,0.953006431763827
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",43,"Kenya",0.365069930069881,0.23013231292465
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",44,"Somalia",0.0333916083915884,0.771413392355172
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",45,"Eritrea",0.02874125874126,0.601119295032685
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",46,"Djibouti",0.429930069929968,0.62650880869941
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",47,"Yemen",0.0990209790209313,0.731494366764408
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",48,"Oman",-0.434230769230819,0.0366971534078993
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",49,"Sudan",-0.309405594405611,9.54607258346079e-08
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",50,"Saudi Arabia",-0.0634265734265776,0.0521778724007146
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",51,"Kuwait",-0.0259090909090852,0.928222194726254
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",52,"Bahrain",0.711433566433594,0.00876232151112374
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",53,"Pakistan",5.23195804195833,0.000861930436948619
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",54,"United Arab Emirates",-0.298671328671351,0.001275808304813
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",55,"Azores",0.462097902097945,0.196952615373265
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",56,"Cape Verde",-0.572027972027986,9.18559562328466e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",57,"Madeira",0.831258741258788,0.0227494700988737
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",58,"Canary Islands",0.537307692307734,0.155450961934604
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",59,"Belgium",-0.0798251748251748,0.388796989729287
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",60,"Gibraltar",0.822692307692353,0.00351549033554572
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",61,"Tunisia",-0.399300699300725,3.90338738503773e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",62,"Morocco",-0.907622377622408,2.73218336028351e-08
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",63,"Western Sahara",-1.46590909090913,2.65891883093433e-07
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",64,"Mauritania",-1.11160839160842,0.000482736846443759
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",65,"Gambia",-0.932937062937105,8.32151841634729e-09
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",66,"Senegal",-1.5384615384616,1.07900081186117e-09
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",67,"Libya",-0.0974475524475962,0.745746807140388
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",68,"Malta",1.61353146853154,3.51624514626063e-07
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",69,"Latvia",0.445524475524494,0.156251581824122
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",70,"Estonia",0.672307692307725,0.00674518975731661
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",71,"Bulgaria",0.930489510489564,0.01225455660198
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",72,"Romania",1.27891608391615,0.00134680077560691
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",73,"Russia",1.01363636363642,0.0209632092345739
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",74,"Georgia",0.396573426573436,0.000146160256056435
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",75,"Ukraine",-0.0142307692307753,0.76804238569287
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",76,"Turkey",-0.313286713286731,3.5034079239465e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",77,"Syria",0.877307692307741,0.0684597426868184
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",78,"Lebanon",1.14545454545453,0.219012699661356
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",79,"Israel",1.6822027972029,0.00768716763492188
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",80,"Greece",0.450909090909132,0.159910729157556
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",81,"Cyprus",0.351713286713328,0.159751410437009
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",82,"Albania",3.33153846153865,0.00185247177557663
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",84,"Algeria",-0.058601398601409,0.373653962173785
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",85,"Ascension",-0.170489510489523,0.000358747486967956
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",86,"Saint Helena",-0.541923076923132,0.468092735185423
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",88,"Tristan da Cunha",-1.41339160839169,1.60300764266015e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",95,"Falkland Islands",-0.170489510489523,0.000358747486967956
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",96,"Sierra Leone",-0.0760139860139866,0.030649642156175
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",97,"Liberia",1.10013986013992,0.055161540138076
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",98,"Togo",-0.203461538461505,0.767472949519329
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",99,"Benin",0.165104895104877,0.28720287062557
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",100,"Republique du Congo",-2.63349650349662,6.8308145247419e-07
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",101,"Namibia",1.15597902097909,0.0556576040063757
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",102,"South Africa",-2.47993006993022,0.000186709285077615
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",103,"Sao Tome and Principe",-0.424825174825204,0.00046577835675269
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",104,"Equatorial Guinea",-1.12335664335669,1.33892294323587e-07
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",106,"Ghana",-2.23629370629378,4.16988919339453e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",108,"Bermuda",-0.180000000000012,0.0140359151863135
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",110,"Bahamas",0.00479020979020852,0.952899250069321
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",111,"Turks and Caicos Islands",-1.429090909091,0.0220625940877945
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",112,"Cuba",0.138636363636372,0.0199738273081124
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",113,"Cayman Islands",-5.80069320570331e-15,0.113937412151972
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",114,"Haiti",0.094720279720281,0.00970926225464509
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",115,"Dominican Republic",0.0483566433566471,0.0424257599454189
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",116,"Puerto Rico and Virgin Islands of the United States",0.000454545454542163,0.984942235090316
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",117,"British Virgin Islands",0.287062937062935,0.0156215040241447
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",118,"Anguilla",-0.0466083916084013,0.231511351396958
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",119,"Saint Kitts and Nevis",-0.788636363636419,0.0271827470061699
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",120,"Antigua and Barbuda",-5.80069320570331e-15,0.113937412151972
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",121,"Montserrat",-0.105069930069927,0.10541432237975
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",122,"Saint Lucia",-1.59804195804203,0.000326687240990756
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",123,"Dominica",-1.31465034965042,0.0147216095073921
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",124,"Barbados",0.256013986013994,0.00860745724198834
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",125,"Grenada",0.455034965034984,0.000140031262243244
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",126,"Trinidad and Tobago",-0.264265734265752,0.00116136362609304
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",127,"Saint Vincent and the Grenadines",-2.21632867132879,0.000185027624021104
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",129,"Panama",-0.367342657342613,0.411053228938576
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",130,"Costa Rica",0.0346503496503414,0.0579862070773233
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",131,"Nicaragua",-1.96230769230778,0.00276110460068295
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",132,"Colombia",-0.536643356643383,5.89347549707689e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",133,"Honduras",-2.65800699300713,0.000273059233942624
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",134,"El Salvador",-0.242937062937059,0.0482737769597638
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",135,"Mexico",-0.204020979020988,0.0194597602380618
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",136,"Guatemala",2.60713286713303,0.00366406979382041
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",137,"Ecuador",-0.399895104895114,0.000104094618911015
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",138,"Peru",-0.459545454545467,0.000535017581332387
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",139,"Venezuela",2.07646853146864,0.00172119048735098
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",140,"Guadeloupe and Martinique",-0.858916083916137,0.0409656953142454
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",141,"Faeroe Islands",-0.200874125874137,2.98764642117826e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",143,"Iceland",-0.210454545454563,0.023082675787313
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",145,"Greenland",0.000104895104894189,0.998112995259572
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",146,"Pitcairn",2.55877622377639,0.0127273281785959
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",147,"French Polynesia",-0.422972027972048,1.67284014529247e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",148,"Line Islands (Kiribati)",-0.0140559440559511,0.775685984269705
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",151,"American Samoa",-1.75800699300704,6.23172493109883e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",152,"Samoa",1.90143356643368,0.00570417006730043
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",153,"Cook Islands",-0.178111888111893,0.0572734717801748
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",154,"Niue",-1.49360139860148,4.38586543499516e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",155,"Tonga",5.95580419580452,0.000992413989562731
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",156,"Tokelau",4.20465034965058,0.000659916901943906
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",157,"Phoenix Islands (Kiribati)",0.00286713286712691,0.948756897950495
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",161,"Wallis and Futuna",4.04895104895127,0.000991311742726937
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",162,"New Zealand",-0.301958041958056,0.00775702783828737
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",163,"United States",-0.873356643356703,0.000768041991280548
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",164,"Belize",-0.258496503496517,4.43797342134517e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",166,"Jamaica",5.61937062937094,0.000996747793332011
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",167,"Guyana",0.0193706293706298,0.939208903503807
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",168,"Suriname",0.873006993007043,0.0759848481093993
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",169,"French Guiana",0.168216783216787,2.94727327531981e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",171,"Brazil",-0.141678321678318,0.122925631857283
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",172,"Argentina",1.53958041958054,0.145100364577846
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",173,"Uruguay",-1.85034965034976,0.000893637367384861
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",174,"Finland",-1.53863636363644,0.000123403070830578
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",175,"Denmark",-0.201608391608435,0.449345304380449
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",176,"Germany",-0.549965034965083,0.16514840776599
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",177,"Netherlands",1.29409090909093,0.0157999777958137
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",178,"Poland",-2.05426573426577,0.00775951873725833
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",179,"France",-0.0165384615384691,0.917279729873253
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",180,"United Kingdom",-0.957377622377685,0.000163714397123789
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",181,"Ireland",0.153146853146829,0.371657483571394
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",182,"Spain",0.0652797202797329,0.726413354166369
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",183,"Portugal",2.4508041958044,0.00947884915016656
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",184,"Italy",0.665069930069947,0.00719436234364396
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",185,"Monaco",-0.0295804195804162,0.791148514615152
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",186,"Montenegro",-1.82531468531479,0.0100267313391946
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",187,"Croatia",0.170069930069948,0.548757274402454
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",188,"Slovenia",0.564405594405634,0.038126507609371
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",189,"Lithuania",-1.14108391608397,0.0136227424447334
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",190,"Qatar",-5.80069320570331e-15,0.113937412151972
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",191,"Iran",0.0920279720279746,0.0465046581184778
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",192,"Iraq",3.01500000000016,0.00459578271747603
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",193,"Guinea Bissau",-0.277482517482523,0.00291424444746554
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",194,"Guinea",0.131153846153846,0.000988942401370775
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",195,"Ivory Coast",-1.35076923076929,1.67629915070871e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",196,"Nigeria",0.836503496503548,0.159431818133742
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",197,"Cameroon",-0.584510489510518,5.34074846609138e-08
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",198,"Gabon",-1.33744755244764,0.0199446916872554
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",199,"Democratic Republic of the Congo",-1.87356643356653,0.00794813124336547
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",200,"Angola",-1.41272727272733,4.00518225396128e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",202,"Tanzania",0.0592307692307448,0.687931651073078
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",203,"India",-0.288251748251785,0.0702393627987292
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",204,"Bangladesh",2.65842657342673,0.0165105442960589
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",205,"Myanmar",2.14503496503507,0.00147382327550185
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",206,"Malaysia",0.320734265734273,0.00136409123742108
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",207,"Vietnam",-1.448076923077,9.58377746571234e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",208,"Singapore",-0.811713286713322,2.67270069521583e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",209,"China",0.658951048951073,4.09121884203952e-10
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",210,"Japan",3.34083916083931,1.68578052133278e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",212,"Gilbert Islands (Kiribati)",0.0111538461538437,0.21332409467585
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",214,"Egypt",-0.313636363636357,0.161368624536475
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",215,"Jordan",2.72839160839176,0.0119126917220857
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",216,"Indonesia",0.0454195804195826,0.024737213166882
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",218,"Canada",-1.66276223776234,0.000309482884861131
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",219,"Saint Pierre and Miquelon",0.717902097902074,0.0165871603767051
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",220,"Sint Maarten",-0.337622377622388,0.00511320030699631
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",221,"Northern Saint-Martin",-1.00286713286719,0.0175495299357913
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",222,"Sweden",-0.527377622377648,0.0125698123033467
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",223,"Norway",-0.233391608391618,0.000357240778010889
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",224,"Chile",2.16643356643373,0.00943831574471858
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",227,"Jersey",0.287482517482525,0.0114305922655254
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",228,"Guernsey",0.287482517482525,0.0114305922655254
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",231,"East Timor",-0.318146853146857,0.00576931018425196
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",232,"Bosnia and Herzegovina",1.2294755244756,0.0144834222941175
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",237,"Oecussi Ambeno",0.362027972027985,3.02236837710532e-06
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",244,"Curacao",-0.402342657342669,4.41278981845891e-05
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",245,"Bonaire",-0.236048951048956,0.000269844844529807
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",247,"Brunei",1.88937062937076,0.00366209089801948
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",248,"Saba",0.0127622377622364,0.742381187731845
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",249,"Sint Eustatius",0.0127622377622364,0.742381187731845
"2012 - 2023","AO","Artisanal opportunities","average_yearly_change_in_scores",250,"Aruba",0.144545454545452,0.204087554786099
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",0,"Global average",-0.24052447552449,1.27672672067024e-07
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",1,"Cocos Islands",-0.371608391608413,4.2872735057502e-05
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",2,"Christmas Island",-0.0721678321678337,0.316995028226082
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",3,"Norfolk Island",-0.0152447552447579,4.04590842305802e-12
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",4,"Macquarie Island",-0.723531468531514,0.00229003379407638
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",5,"New Caledonia",-0.11244755244756,7.12199602373262e-13
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",6,"Vanuatu",-0.124580419580426,1.22941998349985e-08
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",7,"Solomon Islands",-0.136573426573432,1.55594784385221e-10
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",8,"Palau",-0.280279720279729,0.25996143539576
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",9,"Micronesia",-0.107517482517488,5.20668077516972e-11
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",10,"Nauru",-0.105524475524484,4.72666037156312e-09
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",11,"Marshall Islands",-0.0914335664335717,0.00139286722836677
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",12,"Wake Island",-0.140244755244763,1.37727630819198e-12
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",13,"Northern Mariana Islands and Guam",-0.0762237762237818,6.00281880554109e-06
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",14,"Taiwan",-0.47650349650351,1.1406717252989e-05
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",15,"Philippines",-0.215559440559453,3.23782494571769e-06
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",16,"Australia",-0.433496503496512,9.59859735961321e-05
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",17,"Papua New Guinea",-0.072482517482515,0.631413799532854
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",18,"Fiji",-0.118566433566443,1.76371927144235e-12
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",19,"Tuvalu",-0.145279720279725,2.40171754598086e-05
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",20,"South Korea",-0.750419580419598,2.18423028634105e-06
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",21,"North Korea",-0.376678321678323,0.00282518162900696
"2012 - 2023","BD","Biodiversity","average_yearly_change_in_scores",24,"Cambodia",-0.0877622377622434,0.0721454231275804
