"scenario","goal","long_goal","dimension","region_id","region_name","value","p.value"
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",98,"Togo",-0.449670329670324,0.378896005587842
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",99,"Benin",1.23729670329676,0.0107336652475903
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",100,"Republique du Congo",-2.18589010989021,1.96640357349542e-06
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",101,"Namibia",1.55626373626383,0.00210455738730076
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",102,"South Africa",-0.829340659340716,1.37872771911302e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",103,"Sao Tome and Principe",-0.388659340659367,4.50672469395294e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",104,"Equatorial Guinea",-1.03536263736269,8.98119501036825e-07
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",106,"Ghana",-1.75138461538467,1.56373910052453e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",108,"Bermuda",-0.150373626373638,0.00609584598698804
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",110,"Bahamas",0.766439560439616,0.018506912859808
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",111,"Turks and Caicos Islands",-0.795780219780266,0.121177530509543
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",112,"Cuba",0.147010989011,0.00177673338167718
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",113,"Cayman Islands",-2.63148192562387e-16,0.108864301063032
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",114,"Haiti",-0.694923076923136,0.250035773407185
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",115,"Dominican Republic",-1.91905494505508,0.0237892496965661
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",116,"Puerto Rico and Virgin Islands of the United States",-0.304373626373644,0.23519446547289
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",117,"British Virgin Islands",-0.249406593406626,0.50060671442514
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",118,"Anguilla",-0.57529670329674,0.179558830841448
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",119,"Saint Kitts and Nevis",-0.722659340659392,0.00462081064389422
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",120,"Antigua and Barbuda",-2.63148192562387e-16,0.108864301063032
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",121,"Montserrat",-0.50525274725277,0.144676897476223
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",122,"Saint Lucia",-1.77329670329679,0.00290722703584334
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",123,"Dominica",-1.43865934065943,0.00126594479244399
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",124,"Barbados",-0.441032967033,0.358634099962021
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",125,"Grenada",0.398857142857161,5.0822238465472e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",126,"Trinidad and Tobago",-0.79778021978027,0.00313328973425371
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",127,"Saint Vincent and the Grenadines",-1.7620000000001,0.000165797723360742
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",129,"Panama",-0.115890109890051,0.727029457897764
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",130,"Costa Rica",0.0258681318681292,0.055026129814934
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",131,"Nicaragua",-1.01369230769234,0.0694288456209862
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",132,"Colombia",-0.546153846153873,1.0423525875472e-06
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",133,"Honduras",-1.01940659340663,0.177645027055035
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",134,"El Salvador",-0.971582417582464,0.00514348770649563
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",135,"Mexico",-0.908395604395658,0.00782422053097135
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",136,"Guatemala",2.0424395604397,0.00212142109156736
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",137,"Ecuador",-0.332769230769233,4.41833296168002e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",138,"Peru",-1.66052747252758,0.0331265924293384
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",139,"Venezuela",1.62668131868141,0.00107147648920867
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",140,"Guadeloupe and Martinique",-0.386659340659361,0.280716230237531
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",141,"Faeroe Islands",-0.0428131868131942,0.479930371914287
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",143,"Iceland",0.15,0.0353730808630068
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",145,"Greenland",0.00523076923077294,0.876691598199472
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",146,"Pitcairn",0.730000000000053,0.448970530823076
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",147,"French Polynesia",2.3252307692309,0.023823881029606
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",148,"Line Islands (Kiribati)",0.00109890109889246,0.982171843634605
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",151,"American Samoa",0.373098901098957,0.495025856430377
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",152,"Samoa",1.50437362637372,0.00398141686534905
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",153,"Cook Islands",-0.12391208791209,0.0604734925586536
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",155,"Tonga",4.16441758241781,0.0039355358770108
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",157,"Phoenix Islands (Kiribati)",0.0221098901098825,0.626006902341242
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",161,"Wallis and Futuna",2.48041758241772,0.015411764633123
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",162,"New Zealand",-0.026571428571425,0.55883949149371
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",163,"United States",-0.652065934065981,0.000219753728973369
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",164,"Belize",-0.199164835164846,0.000107724206380105
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",166,"Jamaica",4.99729670329699,0.000204828857195664
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",167,"Guyana",1.45536263736274,0.120272449966336
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",168,"Suriname",0.311626373626391,0.411658649335703
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",169,"French Guiana",0.185604395604401,9.80155784074234e-07
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",171,"Brazil",-0.0869010989010909,0.201098786998624
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",172,"Argentina",0.646395604395662,0.385493142184556
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",173,"Uruguay",-2.13729670329683,1.34768284349321e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",174,"Finland",-1.16791208791214,0.000225459791672846
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",175,"Denmark",0.315208791208805,0.00386039184165232
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",176,"Germany",0.570417582417607,0.0356231629499178
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",177,"Netherlands",0.853912087912084,0.0392632766094534
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",178,"Poland",-0.233098901098879,0.443005525967966
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",179,"France",0.329670329670352,0.00522025402872328
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",180,"United Kingdom",-0.575076923076963,0.000160131145133388
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",181,"Ireland",0.476835164835165,0.000316307496882649
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",182,"Spain",0.284945054945086,0.0605885882009223
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",183,"Portugal",0.965604395604523,0.0266264688821433
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",184,"Italy",0.586263736263755,0.00136928135057567
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",185,"Monaco",0.0651428571428684,0.427269724647571
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",186,"Montenegro",-2.54230769230785,0.000311082990313701
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",187,"Croatia",-0.00545054945053864,0.974088851335672
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",188,"Slovenia",0.495362637362679,0.00764758291363143
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",189,"Lithuania",-0.622923076923097,0.0626391676775802
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",190,"Qatar",-2.63148192562387e-16,0.108864301063032
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",191,"Iran",0.116813186813189,0.00341817219517511
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",192,"Iraq",0.908197802197817,0.372068169672587
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",193,"Guinea Bissau",-0.279648351648355,0.0014634886571151
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",194,"Guinea",0.123450549450547,0.000600112981452793
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",195,"Ivory Coast",-1.01351648351654,1.72229827354507e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",196,"Nigeria",0.274725274725281,0.567779363852591
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",197,"Cameroon",-0.37259340659343,1.23168262177312e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",198,"Gabon",-0.077098901098912,0.0717514218397577
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",199,"Democratic Republic of the Congo",-1.003054945055,0.0744245982428737
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",200,"Angola",-0.947736263736311,7.27055613748859e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",202,"Tanzania",0.0534065934065717,0.616014834263748
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",203,"India",-0.152219780219813,0.240643497932679
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",204,"Bangladesh",3.31573626373646,0.000477568847735259
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",205,"Myanmar",-0.385604395604465,0.719727593487186
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",206,"Malaysia",0.315692307692317,0.000109040875974406
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",207,"Vietnam",-2.18360439560453,1.11742477657177e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",208,"Singapore",-0.626681318681344,2.18032446417823e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",209,"China",0.713802197802223,2.04698080538055e-12
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",210,"Japan",2.7218241758243,1.21211359731509e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",212,"Gilbert Islands (Kiribati)",0.0852087912087931,5.05594170154585e-07
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",214,"Egypt",-0.0630989010988829,0.665419581027224
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",215,"Jordan",0.772681318681342,0.46623120102172
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",216,"Indonesia",-1.01046153846161,0.0256511383157022
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",218,"Canada",-1.60797802197809,1.21523565215844e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",219,"Saint Pierre and Miquelon",1.03560439560442,2.08300084877678e-05
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",220,"Sint Maarten",-0.5314285714286,0.0742684709878036
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",221,"Northern Saint-Martin",-0.501186813186845,0.166612249011288
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",222,"Sweden",-0.350351648351663,0.0196890848320816
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",223,"Norway",-0.145604395604395,0.0164149197795733
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",224,"Chile",1.96657142857158,0.00235965366504863
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",227,"Jersey",0.382351648351662,6.63865113388613e-06
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",228,"Guernsey",0.382351648351662,6.63865113388613e-06
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",231,"East Timor",-0.325780219780221,0.00285576911694196
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",232,"Bosnia and Herzegovina",0.586263736263767,8.14398081021523e-10
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",237,"Oecussi Ambeno",0.874263736263775,0.0291375019990992
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",244,"Curacao",-0.799604395604429,0.0567677592954507
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",245,"Bonaire",-0.651736263736293,0.0901750117263817
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",247,"Brunei",1.52536263736275,0.00198794135925917
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",248,"Saba",-0.499890109890138,0.216291625507828
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",249,"Sint Eustatius",-0.499890109890138,0.216291625507828
"2012 - 2025","AO","Artisanal opportunities","average_yearly_change_in_scores",250,"Aruba",-0.396219780219808,0.35316249516417
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",0,"Global average",-0.0212967032967091,0.339533943405533
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",1,"Cocos Islands",0.087780219780214,0.119884160901792
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",2,"Christmas Island",0.77925274725276,0.00553684644288479
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",3,"Norfolk Island",0.243164835164838,0.00264010091942718
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",4,"Macquarie Island",0.424043956043966,0.00109323916363504
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",5,"New Caledonia",-0.168351648351658,5.287272586068e-12
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",6,"Vanuatu",-0.143670329670339,1.36585388743032e-10
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",7,"Solomon Islands",-0.182241758241766,0.000272609746600346
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",8,"Palau",-0.121450549450557,1.89882169836876e-05
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",9,"Micronesia",-0.0391648351648405,0.036745928613243
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",10,"Nauru",-0.872505494505508,0.00592232527585296
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",11,"Marshall Islands",-0.115384615384622,4.1876611471809e-07
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",12,"Wake Island",-0.248417582417596,3.16330960973236e-16
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",13,"Northern Mariana Islands and Guam",0.312571428571451,0.0132413462405484
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",14,"Taiwan",-0.316659340659355,2.86672459203315e-09
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",15,"Philippines",0.222637362637371,0.005538164353537
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",16,"Australia",-0.130879120879129,3.77167937792692e-08
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",17,"Papua New Guinea",-0.318021978021988,1.25158772736413e-05
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",18,"Fiji",-0.140637362637371,2.36541958063694e-15
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",19,"Tuvalu",-0.166175824175832,1.18737127857425e-09
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",20,"South Korea",-0.275384615384631,8.27259346408518e-08
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",21,"North Korea",-0.0361098901098971,0.171775603336657
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",24,"Cambodia",0.208769230769233,0.022368776327734
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",25,"Thailand",0.120593406593403,0.0915791193185938
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",26,"Andaman and Nicobar",0.361428571428564,0.0964294014295952
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",28,"Comoro Islands",0.000505494505491552,0.982052466928585
"2012 - 2025","BD","Biodiversity","average_yearly_change_in_scores",29,"Mayotte",0.016197802197807,0.717603708721685
